lm0_x,lm0_y,lm0_z,lm0_v,lm1_x,lm1_y,lm1_z,lm1_v,lm2_x,lm2_y,lm2_z,lm2_v,lm3_x,lm3_y,lm3_z,lm3_v,lm4_x,lm4_y,lm4_z,lm4_v,lm5_x,lm5_y,lm5_z,lm5_v,lm6_x,lm6_y,lm6_z,lm6_v,lm7_x,lm7_y,lm7_z,lm7_v,lm8_x,lm8_y,lm8_z,lm8_v,lm9_x,lm9_y,lm9_z,lm9_v,lm10_x,lm10_y,lm10_z,lm10_v,lm11_x,lm11_y,lm11_z,lm11_v,lm12_x,lm12_y,lm12_z,lm12_v,lm13_x,lm13_y,lm13_z,lm13_v,lm14_x,lm14_y,lm14_z,lm14_v,lm15_x,lm15_y,lm15_z,lm15_v,lm16_x,lm16_y,lm16_z,lm16_v,lm17_x,lm17_y,lm17_z,lm17_v,lm18_x,lm18_y,lm18_z,lm18_v,lm19_x,lm19_y,lm19_z,lm19_v,lm20_x,lm20_y,lm20_z,lm20_v,lm21_x,lm21_y,lm21_z,lm21_v,lm22_x,lm22_y,lm22_z,lm22_v,lm23_x,lm23_y,lm23_z,lm23_v,lm24_x,lm24_y,lm24_z,lm24_v,lm25_x,lm25_y,lm25_z,lm25_v,lm26_x,lm26_y,lm26_z,lm26_v,lm27_x,lm27_y,lm27_z,lm27_v,lm28_x,lm28_y,lm28_z,lm28_v,lm29_x,lm29_y,lm29_z,lm29_v,lm30_x,lm30_y,lm30_z,lm30_v,lm31_x,lm31_y,lm31_z,lm31_v,lm32_x,lm32_y,lm32_z,lm32_v
-0.05331456661224365,-0.5320666134357452,-0.17364206537604332,0.9985731840133667,-0.042232632637023926,-0.552635133266449,-0.19803498312830925,0.9988402128219604,-0.03921520709991455,-0.5521793067455292,-0.1982518844306469,0.9989049434661865,-0.035874247550964355,-0.5518420785665512,-0.19844817742705345,0.9992536902427673,-0.04267853498458862,-0.5541992336511612,-0.15968340262770653,0.9982362985610962,-0.03993654251098633,-0.5549566447734833,-0.15972254797816277,0.9981296062469482,-0.03687882423400879,-0.5560103058815002,-0.15981454774737358,0.998820960521698,-0.007155239582061768,-0.5350563377141953,-0.2581018917262554,0.9990949034690857,-0.008071720600128174,-0.5417260974645615,-0.08629250153899193,0.9992972612380981,-0.04266846179962158,-0.5029401779174805,-0.19071676954627037,0.9992948174476624,-0.043146610260009766,-0.5056121945381165,-0.14050712808966637,0.998622477054596,0.009671151638031006,-0.32880479097366333,-0.31346432492136955,0.9989492297172546,0.017939746379852295,-0.38012680411338806,0.039327800273895264,0.9966771006584167,-0.07741892337799072,-0.11020359396934509,-0.31978536769747734,0.9245670437812805,-0.07273992896080017,-0.2041422426700592,0.12397347018122673,0.1209588423371315,-0.19965475797653198,-0.12575200200080872,-0.30820880457758904,0.9797996282577515,-0.17754796147346497,-0.17727383971214294,0.09166629984974861,0.2683323323726654,-0.23556336760520935,-0.12634620070457458,-0.3585183136165142,0.9779491424560547,-0.20286229252815247,-0.18682178854942322,0.0868447981774807,0.300226628780365,-0.2295803725719452,-0.16518846154212952,-0.34015602990984917,0.9779403805732727,-0.2130754590034485,-0.19781258702278137,0.044786177575588226,0.3212438225746155,-0.21951824426651,-0.16358724236488342,-0.3021649233996868,0.9659262895584106,-0.20367977023124695,-0.19148436188697815,0.0713321827352047,0.33178800344467163,-0.001079559326171875,0.02691546082496643,-0.09334420785307884,0.9986662268638611,0.001079559326171875,-0.02691546082496643,0.09334420785307884,0.9959980249404907,-0.10924580693244934,0.031060904264450073,0.05760090798139572,0.8141764402389526,-0.07095280289649963,-0.017319947481155396,0.32663368061184883,0.19927382469177246,-0.10246998071670532,0.13843277096748352,0.37460174039006233,0.3087840974330902,-0.08068838715553284,0.1268969476222992,0.5503721721470356,0.09758376330137253,-0.09123003482818604,0.16685733199119568,0.40966879203915596,0.33146241307258606,-0.07256093621253967,0.15849164128303528,0.5769737251102924,0.19191290438175201,-0.14185771346092224,0.1045396625995636,0.44838153198361397,0.24666531383991241,-0.12314575910568237,0.12723615765571594,0.6060577519237995,0.14993596076965332
-0.046612054109573364,-0.5453630536794662,-0.16714253649115562,0.9985749125480652,-0.03504803776741028,-0.5659593194723129,-0.1925285868346691,0.9988252520561218,-0.032427817583084106,-0.5654403269290924,-0.1927339844405651,0.9988989233970642,-0.02960243821144104,-0.564924880862236,-0.1929360143840313,0.9992430806159973,-0.03480294346809387,-0.5677283108234406,-0.15330534800887108,0.9982022643089294,-0.03192678093910217,-0.5686672329902649,-0.15334882959723473,0.9980904459953308,-0.028818100690841675,-0.5698479413986206,-0.15345021709799767,0.9987803101539612,-0.002063065767288208,-0.5481547713279724,-0.25672581419348717,0.9990969300270081,-0.0006690919399261475,-0.5552771091461182,-0.08203096315264702,0.9992496371269226,-0.03659304976463318,-0.5159509181976318,-0.18570707365870476,0.9992903470993042,-0.036996990442276,-0.5185998976230621,-0.13449477776885033,0.9985807538032532,0.01464793086051941,-0.34196123480796814,-0.3106825612485409,0.9990568161010742,0.024589329957962036,-0.3921120762825012,0.04816579446196556,0.9967510104179382,-0.06258922815322876,-0.12047651410102844,-0.31681152805685997,0.9290293455123901,-0.06689572334289551,-0.21741428971290588,0.13992859795689583,0.12406440079212189,-0.19099906086921692,-0.14057061076164246,-0.30593618378043175,0.9812137484550476,-0.16917818784713745,-0.19845005869865417,0.11687352880835533,0.28441065549850464,-0.22957012057304382,-0.13702401518821716,-0.3570710979402065,0.9791831970214844,-0.19695749878883362,-0.2037634551525116,0.11531870439648628,0.3149302005767822,-0.22438186407089233,-0.1803109347820282,-0.3348238728940487,0.9791989922523499,-0.20695433020591736,-0.2178795039653778,0.07291122153401375,0.3361346423625946,-0.21250128746032715,-0.18112251162528992,-0.298622515052557,0.9675400853157043,-0.19724971055984497,-0.2083333432674408,0.09688261523842812,0.3448154330253601,-0.0038278400897979736,0.025565356016159058,-0.09562261775135994,0.9982987642288208,0.0038278400897979736,-0.025565356016159058,0.09562261775135994,0.9944900870323181,-0.0939382016658783,0.01922091841697693,0.08584146574139595,0.8013268709182739,-0.0614335834980011,0.0007800757884979248,0.33241767063736916,0.18082700669765472,-0.09749510884284973,0.16614577174186707,0.3975483812391758,0.31315234303474426,-0.07453235983848572,0.13022765517234802,0.5779213942587376,0.08907560259103775,-0.08641722798347473,0.21314099431037903,0.4306853152811527,0.3405349850654602,-0.06682568788528442,0.16411557793617249,0.6066209711134434,0.18124915659427643,-0.14200910925865173,0.12355676293373108,0.45572612062096596,0.25215867161750793,-0.12067091464996338,0.11756822466850281,0.6351317800581455,0.1413959115743637
-0.04474499821662903,-0.5880616456270218,-0.15396876260638237,0.9979113340377808,-0.032920390367507935,-0.6101127713918686,-0.18234862014651299,0.9982849359512329,-0.030194252729415894,-0.6095803827047348,-0.18253370746970177,0.9983755946159363,-0.02736493945121765,-0.6088871657848358,-0.1827075444161892,0.9988436698913574,-0.03317210078239441,-0.6120187789201736,-0.14072353765368462,0.9973923563957214,-0.03046819567680359,-0.6131512522697449,-0.14076584205031395,0.997225821018219,-0.02744254469871521,-0.6145392805337906,-0.14092911407351494,0.9981953501701355,-0.0017774999141693115,-0.5921273976564407,-0.25129955634474754,0.9987047910690308,-0.00022163987159729004,-0.5998188257217407,-0.06785482540726662,0.9988560080528259,-0.0344177782535553,-0.5572257041931152,-0.17481904849410057,0.9990535974502563,-0.03572043776512146,-0.560022622346878,-0.12124106660485268,0.997921347618103,0.018153756856918335,-0.3821106255054474,-0.30964183434844017,0.9987466931343079,0.02798601984977722,-0.42781713604927063,0.07235606387257576,0.9960002303123474,-0.05966901779174805,-0.15343591570854187,-0.3004469536244869,0.9275012016296387,-0.06380179524421692,-0.257167249917984,0.16706042364239693,0.12593871355056763,-0.18490800261497498,-0.18343034386634827,-0.24555225297808647,0.979907751083374,-0.16146326065063477,-0.24420282244682312,0.13385534659028053,0.28764766454696655,-0.22468018531799316,-0.18365570902824402,-0.28144675120711327,0.9772588014602661,-0.19073769450187683,-0.24745139479637146,0.13377909734845161,0.3167693614959717,-0.22041809558868408,-0.22286173701286316,-0.2590601406991482,0.977279007434845,-0.2004852592945099,-0.25890591740608215,0.09724973514676094,0.33719396591186523,-0.2080373466014862,-0.22343352437019348,-0.234101053327322,0.9653306007385254,-0.19044193625450134,-0.2517513334751129,0.11562797799706459,0.34597674012184143,0.00035902857780456543,0.021616131067276,-0.09808127954602242,0.9967800974845886,-0.00035902857780456543,-0.021616131067276,0.09808127954602242,0.9913841485977173,-0.1108502745628357,0.07205376029014587,0.0054070292972028255,0.7947761416435242,-0.09382545948028564,0.1075422465801239,0.2977847792208195,0.18550114333629608,-0.10437938570976257,0.2710650861263275,0.3287949897348881,0.2971077859401703,-0.08745434880256653,0.3195675313472748,0.488900575786829,0.08562035113573074,-0.08839714527130127,0.3075161874294281,0.3641841448843479,0.327219694852829,-0.07495123147964478,0.356149286031723,0.5107711292803288,0.1752433478832245,-0.1589948832988739,0.29289767146110535,0.40475181117653847,0.24180591106414795,-0.1339271366596222,0.3666463792324066,0.5251574851572514,0.13536566495895386
-0.04670029878616333,-0.6020891517400742,-0.12516525387763977,0.9971219301223755,-0.03659933805465698,-0.6227009445428848,-0.15395361185073853,0.9973181486129761,-0.03413748741149902,-0.6222193390130997,-0.1541363149881363,0.9974678158760071,-0.031123340129852295,-0.6218635141849518,-0.15429583191871643,0.998188853263855,-0.03621566295623779,-0.6241181641817093,-0.11295877397060394,0.9964346289634705,-0.033371925354003906,-0.6248674541711807,-0.11298494040966034,0.996242880821228,-0.030329227447509766,-0.6259201765060425,-0.11310708522796631,0.9974957704544067,-0.005342066287994385,-0.604536697268486,-0.22510038316249847,0.9981853365898132,-0.0021123886108398438,-0.6101892292499542,-0.042039111256599426,0.9983973503112793,-0.0351489782333374,-0.5661854445934296,-0.14472857117652893,0.9986608028411865,-0.03542441129684448,-0.5685738027095795,-0.09236922860145569,0.9972659945487976,0.015133142471313477,-0.39332741498947144,-0.2954404801130295,0.9986657500267029,0.01733982563018799,-0.42314285039901733,0.10290712118148804,0.996164083480835,-0.06116095185279846,-0.15915805101394653,-0.2940210551023483,0.9329219460487366,-0.06315401196479797,-0.2514956593513489,0.19124352931976318,0.1393974870443344,-0.1874781847000122,-0.1796635389328003,-0.2538953274488449,0.9811368584632874,-0.15598344802856445,-0.2446913719177246,0.14308224618434906,0.3201393783092499,-0.22618255019187927,-0.17608726024627686,-0.29598699510097504,0.9780389070510864,-0.18553125858306885,-0.24880361557006836,0.13905994594097137,0.34340900182724,-0.2207290530204773,-0.2144036889076233,-0.2768615335226059,0.9779948592185974,-0.19166836142539978,-0.2561913728713989,0.10075079649686813,0.36387330293655396,-0.20818477869033813,-0.21761292219161987,-0.2433425337076187,0.9664295315742493,-0.18473109602928162,-0.2511475086212158,0.12362483143806458,0.37100887298583984,-0.0014545321464538574,0.022863686084747314,-0.10584619641304016,0.9941959977149963,0.0014545321464538574,-0.022863686084747314,0.10584619641304016,0.988811194896698,-0.08562174439430237,-0.04990029335021973,0.01878497749567032,0.7985914945602417,-0.07834729552268982,-0.08620524406433105,0.30370260775089264,0.19450822472572327,-0.09686148166656494,0.10678070783615112,0.3539775162935257,0.31048110127449036,-0.08517122268676758,0.11745595932006836,0.5059819668531418,0.08877580612897873,-0.08761391043663025,0.15063685178756714,0.3865933269262314,0.3434845507144928,-0.07671031355857849,0.16615933179855347,0.5272481292486191,0.17761904001235962,-0.14907440543174744,0.07391130924224854,0.4114999920129776,0.2579440772533417,-0.13822591304779053,0.11708337068557739,0.5425078123807907,0.13829201459884644
-0.048910319805145264,-0.6156778931617737,-0.20148001611232758,0.9962989687919617,-0.03812915086746216,-0.6371072679758072,-0.2330062985420227,0.9964002370834351,-0.03554391860961914,-0.6365840882062912,-0.23314408957958221,0.9966973066329956,-0.03259110450744629,-0.6359935998916626,-0.23330244421958923,0.9976071715354919,-0.038150250911712646,-0.6386445909738541,-0.18547482788562775,0.9952603578567505,-0.03546828031539917,-0.6393576264381409,-0.18557927012443542,0.995029866695404,-0.03257709741592407,-0.6401606351137161,-0.1857447624206543,0.9965760707855225,-0.006921529769897461,-0.6195565462112427,-0.3147565424442291,0.9976791143417358,-0.004839658737182617,-0.6250191777944565,-0.09850282222032547,0.9976903200149536,-0.037842631340026855,-0.5791915655136108,-0.22345875203609467,0.9982067942619324,-0.03865557909011841,-0.5818917155265808,-0.16234613955020905,0.9962130188941956,0.014212727546691895,-0.40481606125831604,-0.38997402787208557,0.9984784126281738,0.021475136280059814,-0.43936029076576233,0.08496309071779251,0.9956421852111816,-0.0611022412776947,-0.1523524522781372,-0.39440011978149414,0.9384784698486328,-0.057696789503097534,-0.2607293128967285,0.20020626485347748,0.1502228081226349,-0.1942102015018463,-0.18409717082977295,-0.34753504395484924,0.9823182821273804,-0.15118864178657532,-0.26223117113113403,0.19878970086574554,0.3419642150402069,-0.23053261637687683,-0.1819319725036621,-0.39666736125946045,0.9787411093711853,-0.17878663539886475,-0.2681516408920288,0.20537905395030975,0.3589664399623871,-0.22447717189788818,-0.2217612862586975,-0.3697505593299866,0.9787224531173706,-0.18575671315193176,-0.2782334089279175,0.1679912507534027,0.37956494092941284,-0.21243423223495483,-0.22572755813598633,-0.3342828154563904,0.9674683213233948,-0.18033957481384277,-0.267871618270874,0.18116635084152222,0.3864213824272156,-0.0003387928009033203,0.02308070659637451,-0.11501229554414749,0.9901160001754761,0.0003387928009033203,-0.02308070659637451,0.11501229554414749,0.9832751154899597,-0.0695115327835083,0.18004381656646729,0.07216107100248337,0.7825479507446289,-0.07294952869415283,0.16550540924072266,0.34650832414627075,0.19498880207538605,-0.0669502317905426,0.42472004890441895,0.41724950075149536,0.28936147689819336,-0.07845422625541687,0.4170283079147339,0.6038106679916382,0.0829826295375824,-0.05029699206352234,0.47209668159484863,0.4518200159072876,0.34092968702316284,-0.06702542304992676,0.4642167091369629,0.6300917863845825,0.1693086475133896,-0.12202772498130798,0.44878828525543213,0.46767285466194153,0.2443312555551529,-0.1315535306930542,0.4596666097640991,0.6125892400741577,0.1296354979276657
-0.05269250273704529,-0.6534489989280701,-0.15574092790484428,0.9939509034156799,-0.04158779978752136,-0.6774693429470062,-0.19097961112856865,0.993893027305603,-0.03888985514640808,-0.6770324110984802,-0.19111483916640282,0.9944009780883789,-0.03587338328361511,-0.6764892041683197,-0.1912381611764431,0.9957928657531738,-0.041717082262039185,-0.6794733703136444,-0.13765880092978477,0.9927924275398254,-0.03899279236793518,-0.6805560141801834,-0.13771192356944084,0.9927900433540344,-0.03600546717643738,-0.681693509221077,-0.1378348283469677,0.99496990442276,-0.010216385126113892,-0.6609127968549728,-0.29488442465662956,0.9964360594749451,-0.00845077633857727,-0.6661418378353119,-0.0506458654999733,0.9966273307800293,-0.04152002930641174,-0.6161596179008484,-0.18417290970683098,0.9971207976341248,-0.042557209730148315,-0.6195255815982819,-0.11822733655571938,0.9943686723709106,0.01338222622871399,-0.4413236379623413,-0.376165222376585,0.9970185160636902,0.02470526099205017,-0.4759780168533325,0.10021861270070076,0.9941859841346741,-0.06595858931541443,-0.15071654319763184,-0.36898429319262505,0.9369703531265259,-0.051437050104141235,-0.2851283550262451,0.20418569818139076,0.1574571430683136,-0.1983083188533783,-0.21917694807052612,-0.2670627646148205,0.9802657961845398,-0.1518031656742096,-0.2940273880958557,0.18137620761990547,0.33646178245544434,-0.23530074954032898,-0.2188778519630432,-0.3040305785834789,0.9751343727111816,-0.17890644073486328,-0.3008750081062317,0.19068847969174385,0.34862980246543884,-0.2290560007095337,-0.26001614332199097,-0.27038733288645744,0.975116491317749,-0.18644118309020996,-0.3143536448478699,0.1529182828962803,0.3692234754562378,-0.21673151850700378,-0.2630581855773926,-0.24864600226283073,0.9629575610160828,-0.1802319586277008,-0.30189234018325806,0.16322604194283485,0.378227174282074,0.0023910701274871826,0.01688063144683838,-0.11504461988806725,0.972953200340271,-0.0023910701274871826,-0.01688063144683838,0.11504461988806725,0.9652783870697021,-0.06857413053512573,0.22391915321350098,0.023674754425883293,0.7686111330986023,-0.0772692859172821,0.20423829555511475,0.296044547110796,0.20430853962898254,-0.06751766800880432,0.4716414213180542,0.32141708210110664,0.2622697055339813,-0.08499208092689514,0.45917701721191406,0.49953799322247505,0.07715535908937454,-0.05182972550392151,0.5210398435592651,0.3485235758125782,0.32839739322662354,-0.0748811662197113,0.5095014572143555,0.5186607725918293,0.16261115670204163,-0.12227079272270203,0.4958447217941284,0.3225805051624775,0.22016599774360657,-0.1323724389076233,0.49893712997436523,0.4829634018242359,0.1174967959523201
-0.05570709705352783,-0.6818475127220154,-0.1322123184800148,0.9921169877052307,-0.04426714777946472,-0.7068575471639633,-0.16880320757627487,0.9920319318771362,-0.04150763154029846,-0.7065546214580536,-0.168957881629467,0.9927005171775818,-0.03843995928764343,-0.7061204314231873,-0.1691185012459755,0.9943453669548035,-0.04447278380393982,-0.7087566703557968,-0.12147719413042068,0.9907803535461426,-0.04176482558250427,-0.7098840028047562,-0.12155413627624512,0.9911826848983765,-0.038749247789382935,-0.7110638171434402,-0.12174820154905319,0.9938865900039673,-0.012654632329940796,-0.6904854625463486,-0.2711445316672325,0.9952208399772644,-0.01165720820426941,-0.695216491818428,-0.05533204972743988,0.9961794018745422,-0.04429510235786438,-0.6449363827705383,-0.16121936589479446,0.9962509274482727,-0.04541483521461487,-0.6482434868812561,-0.10090647637844086,0.9928312301635742,0.011657029390335083,-0.46616825461387634,-0.34659238904714584,0.9957199096679688,0.024536877870559692,-0.504442423582077,0.10056953877210617,0.9936814308166504,-0.07258626818656921,-0.17110946774482727,-0.3061705753207207,0.927871584892273,-0.050562888383865356,-0.3110056221485138,0.20210396498441696,0.16374780237674713,-0.2037365734577179,-0.24857094883918762,-0.19745687395334244,0.9761213064193726,-0.15633520483970642,-0.3295663297176361,0.18360812216997147,0.33507806062698364,-0.24532994627952576,-0.24921485781669617,-0.22735821455717087,0.9706616997718811,-0.1837364137172699,-0.3407302796840668,0.18935439735651016,0.34735965728759766,-0.24052390456199646,-0.28873416781425476,-0.1975049450993538,0.9708191156387329,-0.1915212869644165,-0.3570087254047394,0.15471269935369492,0.36769887804985046,-0.2256724238395691,-0.2910597026348114,-0.18112509697675705,0.9575564861297607,-0.1848514974117279,-0.3438738286495209,0.16671831160783768,0.37647557258605957,-0.0010411441326141357,0.02647462487220764,-0.1156812310218811,0.9657160043716431,0.0010411441326141357,-0.02647462487220764,0.1156812310218811,0.9558513760566711,-0.09764844179153442,0.1542564332485199,0.007783498615026474,0.7645679116249084,-0.0968407392501831,0.13995155692100525,0.2849064841866493,0.2054888904094696,-0.08438822627067566,0.4236365258693695,0.28579918295145035,0.26021960377693176,-0.09225538372993469,0.3981184661388397,0.47404754906892776,0.07485824078321457,-0.06352671980857849,0.47126445174217224,0.3135726824402809,0.344634473323822,-0.07807990908622742,0.44389328360557556,0.49358297139406204,0.16257765889167786,-0.14813873171806335,0.460062712430954,0.32279203087091446,0.21701154112815857,-0.1445537507534027,0.45397087931632996,0.49197299033403397,0.11261288821697235
-0.056620776653289795,-0.7065036594867706,-0.11892551556229591,0.9898087382316589,-0.04505437612533569,-0.7326512336730957,-0.15943900123238564,0.9896843433380127,-0.042262375354766846,-0.7327238619327545,-0.15959152951836586,0.9905917644500732,-0.039219021797180176,-0.7327198088169098,-0.1597239412367344,0.9921590685844421,-0.04542386531829834,-0.7341497838497162,-0.10994064435362816,0.9888767600059509,-0.04277855157852173,-0.7353605479001999,-0.11000155285000801,0.9897789359092712,-0.039777934551239014,-0.7367028892040253,-0.11025141552090645,0.9927666187286377,-0.01339101791381836,-0.7181739956140518,-0.26623575761914253,0.9939253926277161,-0.013124167919158936,-0.7215350121259689,-0.048913948237895966,0.9958147406578064,-0.04482913017272949,-0.6696161031723022,-0.15068820491433144,0.9951570630073547,-0.04599428176879883,-0.6728388369083405,-0.08761893585324287,0.9917047619819641,0.01307004690170288,-0.49346694350242615,-0.34563784673810005,0.993344247341156,0.024416863918304443,-0.5276510417461395,0.11026003584265709,0.9934224486351013,-0.07307139039039612,-0.19948935508728027,-0.29260729625821114,0.9087972640991211,-0.05117666721343994,-0.3338680863380432,0.21379124745726585,0.1790599673986435,-0.20112353563308716,-0.24856936931610107,-0.15254708006978035,0.9598900079727173,-0.15891560912132263,-0.3594611883163452,0.19516098126769066,0.33167707920074463,-0.24054774641990662,-0.2680619955062866,-0.17674005404114723,0.9538570046424866,-0.18616831302642822,-0.36608606576919556,0.20136305317282677,0.34426069259643555,-0.23414316773414612,-0.3113688826560974,-0.154386717826128,0.9550378918647766,-0.19300711154937744,-0.3826204538345337,0.1684570573270321,0.36473602056503296,-0.2140803337097168,-0.31025612354278564,-0.13787418976426125,0.9384328126907349,-0.18635240197181702,-0.3746204376220703,0.17889952287077904,0.37154218554496765,-0.001192331314086914,0.02059537172317505,-0.11727958545088768,0.9359754323959351,0.001192331314086914,-0.02059537172317505,0.11727958545088768,0.9300572872161865,-0.09322410821914673,0.21633368730545044,-0.0050889975391328335,0.7493681907653809,-0.09488469362258911,0.19417732954025269,0.2594573013484478,0.2067403346300125,-0.08268672227859497,0.4932907223701477,0.26932282373309135,0.25812986493110657,-0.09145370125770569,0.4687444567680359,0.4478362910449505,0.0737742930650711,-0.0633675754070282,0.5435251593589783,0.29488400742411613,0.36122262477874756,-0.07799923419952393,0.5177823901176453,0.46526695415377617,0.1657084971666336,-0.1472185254096985,0.528007447719574,0.2800895981490612,0.21243874728679657,-0.14599263668060303,0.5212063193321228,0.44029830023646355,0.1061227098107338
-0.06119692325592041,-0.7219585478305817,-0.10789228603243828,0.9891775250434875,-0.05045267939567566,-0.7495691180229187,-0.14281542971730232,0.9888308644294739,-0.0476972758769989,-0.7499692142009735,-0.14299935474991798,0.9898554086685181,-0.044701963663101196,-0.750318244099617,-0.14317268505692482,0.9912857413291931,-0.050303131341934204,-0.7508339136838913,-0.09824103489518166,0.9884518980979919,-0.04743567109107971,-0.7522962987422943,-0.09829803183674812,0.9897980690002441,-0.04403910040855408,-0.7540132105350494,-0.09845442697405815,0.9927532076835632,-0.018069714307785034,-0.7374374568462372,-0.25820915773510933,0.993261992931366,-0.017159491777420044,-0.7407181560993195,-0.03804155811667442,0.9959900975227356,-0.048449546098709106,-0.6858388483524323,-0.13661547377705574,0.9946794509887695,-0.049178868532180786,-0.6887580454349518,-0.07775777950882912,0.9916238188743591,0.00872144103050232,-0.5073424577713013,-0.32159601524472237,0.9924037456512451,0.02815154194831848,-0.5417388677597046,0.10782517865300179,0.9940897822380066,-0.08978396654129028,-0.2148151397705078,-0.27438657358288765,0.8940044641494751,-0.04457065463066101,-0.3465527892112732,0.2182702086865902,0.18883664906024933,-0.20761024951934814,-0.26931023597717285,-0.16373330727219582,0.9514667391777039,-0.16059169173240662,-0.37291419506073,0.20907732471823692,0.32266372442245483,-0.251770943403244,-0.2790564298629761,-0.1898759938776493,0.9455349445343018,-0.18266823887825012,-0.3803626298904419,0.21432800218462944,0.3367558717727661,-0.24534958600997925,-0.32255131006240845,-0.16773435845971107,0.9474664926528931,-0.19194790720939636,-0.3953585624694824,0.17733297869563103,0.3558880686759949,-0.2256985306739807,-0.32452255487442017,-0.1501595564186573,0.9284278154373169,-0.18575310707092285,-0.38667023181915283,0.19125911220908165,0.3596060574054718,-0.004341036081314087,0.025295794010162354,-0.11451223865151405,0.9169190526008606,0.004341036081314087,-0.025295794010162354,0.11451223865151405,0.9170368313789368,-0.10689347982406616,0.2089354395866394,0.009468721225857735,0.7504903078079224,-0.10167336463928223,0.1719772219657898,0.26425911113619804,0.21810589730739594,-0.1097070574760437,0.4917523264884949,0.28649626299738884,0.2761442959308624,-0.11332845687866211,0.47785788774490356,0.4516114108264446,0.08139151334762573,-0.08756259083747864,0.5437543988227844,0.3198312930762768,0.3947305977344513,-0.09666135907173157,0.5312843918800354,0.46881068870425224,0.18907000124454498,-0.18305078148841858,0.5194234251976013,0.3177899532020092,0.22742243111133575,-0.17401722073554993,0.5361310839653015,0.4320043735206127,0.11205124109983444
-0.05883908271789551,-0.7232163548469543,-0.10646099969744682,0.9899298548698425,-0.04721751809120178,-0.751728281378746,-0.149981539696455,0.9896303415298462,-0.044312864542007446,-0.7520315647125244,-0.15009301528334618,0.9905501008033752,-0.04109939932823181,-0.7522430270910263,-0.15017619356513023,0.9918466806411743,-0.04693356156349182,-0.7531756907701492,-0.10014007613062859,0.9893435835838318,-0.043870359659194946,-0.7546575665473938,-0.10028177127242088,0.9906249642372131,-0.04032668471336365,-0.7563363313674927,-0.10051751509308815,0.9933903813362122,-0.014634937047958374,-0.7382998615503311,-0.2614460848271847,0.9936812520027161,-0.013838797807693481,-0.7419404834508896,-0.04244611784815788,0.9963846802711487,-0.04605165123939514,-0.6866158843040466,-0.13888495787978172,0.9949884414672852,-0.04675641655921936,-0.6898813247680664,-0.07889656350016594,0.9922240376472473,0.011362403631210327,-0.5117738544940948,-0.33391761407256126,0.9922512769699097,0.03076675534248352,-0.5468938052654266,0.10864127799868584,0.994584321975708,-0.08850753307342529,-0.21703395247459412,-0.2813044749200344,0.892928957939148,-0.04424366354942322,-0.3470083773136139,0.2122366912662983,0.19675655663013458,-0.20450955629348755,-0.27393874526023865,-0.16420428082346916,0.9472348690032959,-0.16059407591819763,-0.37210145592689514,0.19284847751259804,0.31971070170402527,-0.25233742594718933,-0.2778128683567047,-0.19190913066267967,0.9406682252883911,-0.18318688869476318,-0.37362828850746155,0.19646557047963142,0.3345164954662323,-0.2503722012042999,-0.32260754704475403,-0.16811978444457054,0.942966103553772,-0.19293487071990967,-0.3929233253002167,0.16140026226639748,0.35335370898246765,-0.2298070192337036,-0.3247917592525482,-0.15028157457709312,0.9228919744491577,-0.18679466843605042,-0.38587072491645813,0.17580530419945717,0.35549357533454895,-0.005264550447463989,0.024857312440872192,-0.1168081946671009,0.9063595533370972,0.005264550447463989,-0.024857312440872192,0.1168081946671009,0.9103660583496094,-0.14186325669288635,0.19281956553459167,0.015583602711558342,0.7522720694541931,-0.1063864529132843,0.16129490733146667,0.27400052919983864,0.22143696248531342,-0.11868348717689514,0.47891828417778015,0.30993080511689186,0.2839297950267792,-0.11212164163589478,0.4778275191783905,0.4631861485540867,0.08395984768867493,-0.0962969958782196,0.5313989818096161,0.3390762247145176,0.4091736376285553,-0.09655609726905823,0.5334702432155609,0.47971970215439796,0.1970919519662857,-0.18535977602005005,0.504738062620163,0.3247683085501194,0.23428919911384583,-0.17264282703399658,0.5337402522563934,0.4433078207075596,0.11325052380561829
